prompt,response
"I have the following symptoms:  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  patches_in_throat,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  muscle_wasting,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  muscle_wasting,  patches_in_throat,  high_fever.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  sunken_eyes,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  vomiting,  sunken_eyes,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  cough,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  cough,  high_fever,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  chest_pain,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  headache,  chest_pain,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  back_pain,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  vomiting,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  vomiting,  headache,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms:  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
